Name,Label,Prediction
"/scratch0/harrylin/2700564/patch/64-cdmri0013-(8, 8, 8)-(4, 4, 4)-0002-patch-1",0,0
"/scratch0/harrylin/2700564/patch/201-cdmri0013-(8, 8, 8)-(4, 4, 4)-0002-patch-7",1,0
"/scratch0/harrylin/2700564/patch/1104-cdmri0012-(8, 8, 8)-(4, 4, 4)-0006-patch-7",0,0
"/scratch0/harrylin/2700564/patch/629-cdmri0014-(8, 8, 8)-(4, 4, 4)-0009-patch-4",0,0
"/scratch0/harrylin/2700564/patch/1162-cdmri0014-(8, 8, 8)-(4, 4, 4)-0008-patch-2",0,0
"/scratch0/harrylin/2700564/patch/1097-cdmri0013-(8, 8, 8)-(4, 4, 4)-0007-patch-8",0,0
"/scratch0/harrylin/2700564/patch/1216-cdmri0014-(8, 8, 8)-(4, 4, 4)-0006-patch-6",0,0
"/scratch0/harrylin/2700564/patch/28-cdmri0013-(8, 8, 8)-(4, 4, 4)-0009-patch-6",0,0
"/scratch0/harrylin/2700564/patch/505-cdmri0014-(8, 8, 8)-(4, 4, 4)-0002-patch-3",0,0
"/scratch0/harrylin/2700564/patch/756-cdmri0011-(8, 8, 8)-(4, 4, 4)-0008-patch-0",0,0
"/scratch0/harrylin/2700564/patch/1151-cdmri0011-(8, 8, 8)-(4, 4, 4)-0005-patch-6",0,0
"/scratch0/harrylin/2700564/patch/1160-cdmri0013-(8, 8, 8)-(4, 4, 4)-0001-patch-4",0,0
"/scratch0/harrylin/2700564/patch/56-cdmri0011-(8, 8, 8)-(4, 4, 4)-0004-patch-9",0,0
"/scratch0/harrylin/2700564/patch/1304-cdmri0013-(8, 8, 8)-(4, 4, 4)-0003-patch-1",0,0
"/scratch0/harrylin/2700564/patch/692-cdmri0011-(8, 8, 8)-(4, 4, 4)-0009-patch-1",0,0
"/scratch0/harrylin/2700564/patch/1026-cdmri0014-(8, 8, 8)-(4, 4, 4)-0005-patch-9",0,0
"/scratch0/harrylin/2700564/patch/1116-cdmri0014-(8, 8, 8)-(4, 4, 4)-0000-patch-8",0,0
"/scratch0/harrylin/2700564/patch/756-cdmri0012-(8, 8, 8)-(4, 4, 4)-0008-patch-6",0,0
"/scratch0/harrylin/2700564/patch/540-cdmri0012-(8, 8, 8)-(4, 4, 4)-0006-patch-4",0,0
"/scratch0/harrylin/2700564/patch/1096-cdmri0014-(8, 8, 8)-(4, 4, 4)-0006-patch-4",0,0
"/scratch0/harrylin/2700564/patch/640-cdmri0014-(8, 8, 8)-(4, 4, 4)-0002-patch-3",1,0
"/scratch0/harrylin/2700564/patch/670-cdmri0012-(8, 8, 8)-(4, 4, 4)-0006-patch-9",0,0
"/scratch0/harrylin/2700564/patch/184-cdmri0014-(8, 8, 8)-(4, 4, 4)-0008-patch-5",1,0
"/scratch0/harrylin/2700564/patch/1176-cdmri0013-(8, 8, 8)-(4, 4, 4)-0004-patch-6",0,0
"/scratch0/harrylin/2700564/patch/676-cdmri0013-(8, 8, 8)-(4, 4, 4)-0006-patch-6",0,0
"/scratch0/harrylin/2700564/patch/603-cdmri0013-(8, 8, 8)-(4, 4, 4)-0007-patch-8",0,0
"/scratch0/harrylin/2700564/patch/1139-cdmri0011-(8, 8, 8)-(4, 4, 4)-0009-patch-4",0,0
"/scratch0/harrylin/2700564/patch/1051-cdmri0011-(8, 8, 8)-(4, 4, 4)-0004-patch-3",0,0
"/scratch0/harrylin/2700564/patch/1317-cdmri0013-(8, 8, 8)-(4, 4, 4)-0001-patch-6",0,0
"/scratch0/harrylin/2700564/patch/645-cdmri0011-(8, 8, 8)-(4, 4, 4)-0008-patch-7",1,0
"/scratch0/harrylin/2700564/patch/520-cdmri0014-(8, 8, 8)-(4, 4, 4)-0001-patch-0",0,0
"/scratch0/harrylin/2700564/patch/1188-cdmri0014-(8, 8, 8)-(4, 4, 4)-0005-patch-5",0,0
"/scratch0/harrylin/2700564/patch/1005-cdmri0011-(8, 8, 8)-(4, 4, 4)-0008-patch-6",1,0
"/scratch0/harrylin/2700564/patch/466-cdmri0012-(8, 8, 8)-(4, 4, 4)-0008-patch-2",0,0
"/scratch0/harrylin/2700564/patch/152-cdmri0012-(8, 8, 8)-(4, 4, 4)-0004-patch-2",1,0
"/scratch0/harrylin/2700564/patch/1079-cdmri0013-(8, 8, 8)-(4, 4, 4)-0008-patch-6",0,0
"/scratch0/harrylin/2700564/patch/208-cdmri0011-(8, 8, 8)-(4, 4, 4)-0006-patch-0",0,0
"/scratch0/harrylin/2700564/patch/1326-cdmri0013-(8, 8, 8)-(4, 4, 4)-0007-patch-4",0,0
"/scratch0/harrylin/2700564/patch/1256-cdmri0014-(8, 8, 8)-(4, 4, 4)-0005-patch-4",0,0
"/scratch0/harrylin/2700564/patch/1300-cdmri0011-(8, 8, 8)-(4, 4, 4)-0006-patch-1",0,0
"/scratch0/harrylin/2700564/patch/1254-cdmri0013-(8, 8, 8)-(4, 4, 4)-0001-patch-4",0,0
"/scratch0/harrylin/2700564/patch/1132-cdmri0013-(8, 8, 8)-(4, 4, 4)-0000-patch-2",1,0
"/scratch0/harrylin/2700564/patch/712-cdmri0012-(8, 8, 8)-(4, 4, 4)-0007-patch-5",0,0
"/scratch0/harrylin/2700564/patch/688-cdmri0012-(8, 8, 8)-(4, 4, 4)-0008-patch-6",0,0
