Name,Label,Prediction
"/scratch0/harrylin/2700564/patch/377-cdmri0013-(8, 8, 8)-(4, 4, 4)-0008-patch-7",1,1
"/scratch0/harrylin/2700564/patch/393-cdmri0012-(8, 8, 8)-(4, 4, 4)-0008-patch-5",1,1
"/scratch0/harrylin/2700564/patch/271-cdmri0013-(8, 8, 8)-(4, 4, 4)-0007-patch-9",1,1
"/scratch0/harrylin/2700564/patch/376-cdmri0013-(8, 8, 8)-(4, 4, 4)-0008-patch-1",1,1
"/scratch0/harrylin/2700564/patch/346-cdmri0014-(8, 8, 8)-(4, 4, 4)-0004-patch-0",1,1
"/scratch0/harrylin/2700564/patch/427-cdmri0014-(8, 8, 8)-(4, 4, 4)-0005-patch-6",1,1
"/scratch0/harrylin/2700564/patch/271-cdmri0013-(8, 8, 8)-(4, 4, 4)-0005-patch-9",1,1
"/scratch0/harrylin/2700564/patch/327-cdmri0011-(8, 8, 8)-(4, 4, 4)-0007-patch-4",1,1
"/scratch0/harrylin/2700564/patch/399-cdmri0011-(8, 8, 8)-(4, 4, 4)-0004-patch-4",1,1
"/scratch0/harrylin/2700564/patch/1187-cdmri0013-(8, 8, 8)-(4, 4, 4)-0002-patch-3",1,1
"/scratch0/harrylin/2700564/patch/378-cdmri0011-(8, 8, 8)-(4, 4, 4)-0004-patch-2",1,1
"/scratch0/harrylin/2700564/patch/1147-cdmri0014-(8, 8, 8)-(4, 4, 4)-0000-patch-2",1,1
"/scratch0/harrylin/2700564/patch/391-cdmri0014-(8, 8, 8)-(4, 4, 4)-0007-patch-1",1,1
"/scratch0/harrylin/2700564/patch/394-cdmri0013-(8, 8, 8)-(4, 4, 4)-0001-patch-2",1,1
"/scratch0/harrylin/2700564/patch/214-cdmri0014-(8, 8, 8)-(4, 4, 4)-0000-patch-3",1,1
"/scratch0/harrylin/2700564/patch/501-cdmri0012-(8, 8, 8)-(4, 4, 4)-0003-patch-1",1,1
"/scratch0/harrylin/2700564/patch/502-cdmri0011-(8, 8, 8)-(4, 4, 4)-0000-patch-5",1,1
"/scratch0/harrylin/2700564/patch/1112-cdmri0014-(8, 8, 8)-(4, 4, 4)-0008-patch-1",1,1
"/scratch0/harrylin/2700564/patch/219-cdmri0011-(8, 8, 8)-(4, 4, 4)-0004-patch-4",2,1
"/scratch0/harrylin/2700564/patch/148-cdmri0014-(8, 8, 8)-(4, 4, 4)-0004-patch-2",1,1
"/scratch0/harrylin/2700564/patch/207-cdmri0011-(8, 8, 8)-(4, 4, 4)-0005-patch-5",1,1
"/scratch0/harrylin/2700564/patch/290-cdmri0013-(8, 8, 8)-(4, 4, 4)-0000-patch-1",1,1
"/scratch0/harrylin/2700564/patch/269-cdmri0014-(8, 8, 8)-(4, 4, 4)-0007-patch-8",1,1
"/scratch0/harrylin/2700564/patch/331-cdmri0011-(8, 8, 8)-(4, 4, 4)-0006-patch-7",1,1
"/scratch0/harrylin/2700564/patch/203-cdmri0011-(8, 8, 8)-(4, 4, 4)-0005-patch-9",1,1
"/scratch0/harrylin/2700564/patch/173-cdmri0014-(8, 8, 8)-(4, 4, 4)-0006-patch-0",0,1
"/scratch0/harrylin/2700564/patch/118-cdmri0013-(8, 8, 8)-(4, 4, 4)-0002-patch-9",1,1
"/scratch0/harrylin/2700564/patch/1167-cdmri0014-(8, 8, 8)-(4, 4, 4)-0003-patch-0",1,1
"/scratch0/harrylin/2700564/patch/239-cdmri0012-(8, 8, 8)-(4, 4, 4)-0003-patch-2",1,1
"/scratch0/harrylin/2700564/patch/500-cdmri0013-(8, 8, 8)-(4, 4, 4)-0003-patch-7",1,1
"/scratch0/harrylin/2700564/patch/1114-cdmri0011-(8, 8, 8)-(4, 4, 4)-0004-patch-8",1,1
"/scratch0/harrylin/2700564/patch/1289-cdmri0012-(8, 8, 8)-(4, 4, 4)-0000-patch-6",1,1
"/scratch0/harrylin/2700564/patch/142-cdmri0011-(8, 8, 8)-(4, 4, 4)-0008-patch-7",1,1
"/scratch0/harrylin/2700564/patch/151-cdmri0013-(8, 8, 8)-(4, 4, 4)-0000-patch-3",1,1
"/scratch0/harrylin/2700564/patch/414-cdmri0012-(8, 8, 8)-(4, 4, 4)-0009-patch-3",0,1
"/scratch0/harrylin/2700564/patch/1323-cdmri0013-(8, 8, 8)-(4, 4, 4)-0002-patch-6",1,1
"/scratch0/harrylin/2700564/patch/218-cdmri0014-(8, 8, 8)-(4, 4, 4)-0002-patch-9",1,1
"/scratch0/harrylin/2700564/patch/17-cdmri0011-(8, 8, 8)-(4, 4, 4)-0009-patch-9",1,1
"/scratch0/harrylin/2700564/patch/1167-cdmri0012-(8, 8, 8)-(4, 4, 4)-0009-patch-1",1,1
"/scratch0/harrylin/2700564/patch/1289-cdmri0011-(8, 8, 8)-(4, 4, 4)-0006-patch-1",1,1
"/scratch0/harrylin/2700564/patch/1147-cdmri0014-(8, 8, 8)-(4, 4, 4)-0008-patch-6",1,1
"/scratch0/harrylin/2700564/patch/249-cdmri0014-(8, 8, 8)-(4, 4, 4)-0006-patch-4",1,1
"/scratch0/harrylin/2700564/patch/1147-cdmri0011-(8, 8, 8)-(4, 4, 4)-0005-patch-1",1,1
"/scratch0/harrylin/2700564/patch/133-cdmri0014-(8, 8, 8)-(4, 4, 4)-0006-patch-1",1,1
"/scratch0/harrylin/2700564/patch/358-cdmri0011-(8, 8, 8)-(4, 4, 4)-0003-patch-9",1,1
"/scratch0/harrylin/2700564/patch/1112-cdmri0013-(8, 8, 8)-(4, 4, 4)-0003-patch-7",1,1
"/scratch0/harrylin/2700564/patch/174-cdmri0011-(8, 8, 8)-(4, 4, 4)-0005-patch-2",1,1
"/scratch0/harrylin/2700564/patch/414-cdmri0012-(8, 8, 8)-(4, 4, 4)-0005-patch-5",0,1
"/scratch0/harrylin/2700564/patch/151-cdmri0013-(8, 8, 8)-(4, 4, 4)-0000-patch-6",1,1
"/scratch0/harrylin/2700564/patch/500-cdmri0011-(8, 8, 8)-(4, 4, 4)-0005-patch-5",1,1
"/scratch0/harrylin/2700564/patch/342-cdmri0011-(8, 8, 8)-(4, 4, 4)-0000-patch-1",1,1
"/scratch0/harrylin/2700564/patch/223-cdmri0011-(8, 8, 8)-(4, 4, 4)-0006-patch-0",1,1
"/scratch0/harrylin/2700564/patch/52-cdmri0012-(8, 8, 8)-(4, 4, 4)-0008-patch-6",1,1
"/scratch0/harrylin/2700564/patch/395-cdmri0012-(8, 8, 8)-(4, 4, 4)-0007-patch-3",1,1
"/scratch0/harrylin/2700564/patch/207-cdmri0012-(8, 8, 8)-(4, 4, 4)-0006-patch-9",1,1
"/scratch0/harrylin/2700564/patch/249-cdmri0013-(8, 8, 8)-(4, 4, 4)-0007-patch-4",1,1
"/scratch0/harrylin/2700564/patch/535-cdmri0014-(8, 8, 8)-(4, 4, 4)-0002-patch-6",1,1
"/scratch0/harrylin/2700564/patch/103-cdmri0014-(8, 8, 8)-(4, 4, 4)-0000-patch-3",1,1
"/scratch0/harrylin/2700564/patch/395-cdmri0011-(8, 8, 8)-(4, 4, 4)-0004-patch-8",1,1
"/scratch0/harrylin/2700564/patch/311-cdmri0013-(8, 8, 8)-(4, 4, 4)-0000-patch-3",1,1
"/scratch0/harrylin/2700564/patch/39-cdmri0013-(8, 8, 8)-(4, 4, 4)-0006-patch-2",1,1
"/scratch0/harrylin/2700564/patch/518-cdmri0011-(8, 8, 8)-(4, 4, 4)-0002-patch-2",1,1
"/scratch0/harrylin/2700564/patch/325-cdmri0012-(8, 8, 8)-(4, 4, 4)-0000-patch-1",0,1
"/scratch0/harrylin/2700564/patch/151-cdmri0012-(8, 8, 8)-(4, 4, 4)-0007-patch-9",1,1
"/scratch0/harrylin/2700564/patch/379-cdmri0013-(8, 8, 8)-(4, 4, 4)-0003-patch-9",1,1
"/scratch0/harrylin/2700564/patch/501-cdmri0011-(8, 8, 8)-(4, 4, 4)-0007-patch-3",1,1
"/scratch0/harrylin/2700564/patch/216-cdmri0011-(8, 8, 8)-(4, 4, 4)-0003-patch-0",1,1
"/scratch0/harrylin/2700564/patch/135-cdmri0011-(8, 8, 8)-(4, 4, 4)-0003-patch-2",1,1
"/scratch0/harrylin/2700564/patch/283-cdmri0011-(8, 8, 8)-(4, 4, 4)-0002-patch-8",1,1
"/scratch0/harrylin/2700564/patch/166-cdmri0012-(8, 8, 8)-(4, 4, 4)-0001-patch-8",1,1
"/scratch0/harrylin/2700564/patch/243-cdmri0014-(8, 8, 8)-(4, 4, 4)-0006-patch-8",0,1
"/scratch0/harrylin/2700564/patch/470-cdmri0014-(8, 8, 8)-(4, 4, 4)-0001-patch-6",1,1
"/scratch0/harrylin/2700564/patch/268-cdmri0014-(8, 8, 8)-(4, 4, 4)-0007-patch-7",1,1
"/scratch0/harrylin/2700564/patch/239-cdmri0014-(8, 8, 8)-(4, 4, 4)-0005-patch-3",1,1
"/scratch0/harrylin/2700564/patch/291-cdmri0011-(8, 8, 8)-(4, 4, 4)-0008-patch-5",1,1
"/scratch0/harrylin/2700564/patch/502-cdmri0012-(8, 8, 8)-(4, 4, 4)-0008-patch-3",1,1
"/scratch0/harrylin/2700564/patch/289-cdmri0014-(8, 8, 8)-(4, 4, 4)-0000-patch-1",1,1
"/scratch0/harrylin/2700564/patch/227-cdmri0011-(8, 8, 8)-(4, 4, 4)-0007-patch-8",1,1
"/scratch0/harrylin/2700564/patch/217-cdmri0011-(8, 8, 8)-(4, 4, 4)-0006-patch-3",1,1
"/scratch0/harrylin/2700564/patch/111-cdmri0011-(8, 8, 8)-(4, 4, 4)-0004-patch-9",1,1
"/scratch0/harrylin/2700564/patch/218-cdmri0012-(8, 8, 8)-(4, 4, 4)-0007-patch-1",1,1
